"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL3092492";"";"0";"246.27";"0";"3.25";"39";"N#Cc1cccc(Nc2ncnc3ccccc23)c1";"IC50";"'='";"2030.0";"nM";"5.69";"";"";"UO_0000065";"23.11";"0.41";"2.44";"9.24";"False";"CHEMBL3096292";"Inhibition of human BCRP expressed in MDCK2 cells assessed as pheophorbide A accumulation treated 30 mins before pheophorbide A addition measured up to 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091323";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL316064";"";"0";"349.31";"0";"4.41";"44";"COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC";"IC50";"'='";"1980.0";"nM";"5.70";"";"";"UO_0000065";"16.33";"0.31";"1.29";"10.14";"False";"CHEMBL3096292";"Inhibition of human BCRP expressed in MDCK2 cells assessed as pheophorbide A accumulation treated 30 mins before pheophorbide A addition measured up to 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091323";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL3092498";"";"0";"508.42";"2";"7.17";"51";"COc1cc2nc(Nc3cccc(C(F)(F)F)c3)nc(Nc3cccc(C(F)(F)F)c3)c2cc1OC";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"11.99";"0.23";"-1.07";"8.93";"False";"CHEMBL3096293";"Inhibition of human BCRP expressed in MDCK2 cells assessed as Hoechst 33342 accumulation treated 30 mins before Hoechst 33342 addition measured up to 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091323";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL3092499";"";"0";"422.45";"0";"4.88";"52";"COc1cc2nc(Nc3cccc(C#N)c3)nc(Nc3cccc(C#N)c3)c2cc1OC";"IC50";"'='";"470.0";"nM";"6.33";"";"";"UO_0000065";"14.98";"0.27";"1.45";"5.46";"False";"CHEMBL3096292";"Inhibition of human BCRP expressed in MDCK2 cells assessed as pheophorbide A accumulation treated 30 mins before pheophorbide A addition measured up to 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091323";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL3092490";"";"0";"373.41";"0";"4.76";"36";"COc1ccc(-c2nc(Nc3cccc(O)c3)c3ccccc3n2)cc1OC";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"18.64";"0.34";"2.20";"9.10";"False";"CHEMBL3096292";"Inhibition of human BCRP expressed in MDCK2 cells assessed as pheophorbide A accumulation treated 30 mins before pheophorbide A addition measured up to 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091323";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL4159527";"";"0";"372.38";"0";"4.96";"40";"COc1ccccc1-c1nc(Nc2cccc([N+](=O)[O-])c2)c2ccccc2n1";"IC50";"'='";"1060.0";"nM";"5.97";"";"";"UO_0000065";"16.04";"0.29";"1.01";"6.63";"False";"CHEMBL4132978";"Inhibition of ABCG2 ATPase activity (unknown origin) expressed in baculovirus infected high5 cell membranes after 20 mins by ascorbic acid ammonia molybdate reaction based colorimetric assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130406";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None"
"CHEMBL316064";"";"0";"349.31";"0";"4.41";"44";"COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC";"IC50";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"16.09";"0.31";"1.21";"9.99";"False";"CHEMBL3096293";"Inhibition of human BCRP expressed in MDCK2 cells assessed as Hoechst 33342 accumulation treated 30 mins before Hoechst 33342 addition measured up to 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091323";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL4161772";"";"0";"492.50";"1";"5.60";"50";"COc1ccc(Nc2nc(-c3cccnc3)nc3ccc(NC(=O)c4cccc([N+](=O)[O-])c4)cc23)cc1";"IC50";"'='";"1620.0";"nM";"5.79";"";"";"UO_0000065";"11.76";"0.21";"0.19";"4.38";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL488910";"";"0";"469.58";"0";"3.64";"59; Ko143";"COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3";"IC50";"'='";"227.0";"nM";"6.64";"";"";"UO_0000065";"14.15";"0.27";"3.00";"6.60";"True";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4204291";"";"0";"539.63";"2";"5.07";"17e";"COCCOc1cc2c(cc1OC)CCN(CC(=O)c1ccc(C)c(NC(=O)c3ccc4ccccc4n3)c1)C2";"IC50";"'='";"23240.0";"nM";"4.63";"";"";"UO_0000065";"8.59";"0.16";"-0.44";"5.15";"False";"CHEMBL4200598";"Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 staining based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196164";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None"
"CHEMBL2420093";"";"0";"302.33";"0";"4.62";"27";"COc1ccc(-c2cc(=O)c3c(ccc4ccccc43)o2)cc1";"IC50";"'='";"2460.0";"nM";"5.61";"";"";"UO_0000065";"18.55";"0.33";"0.99";"14.22";"False";"CHEMBL2423207";"Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417408";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL144625";"";"0";"252.27";"0";"3.47";"6";"COc1c(-c2ccccc2)oc2ccccc2c1=O";"IC50";"'='";"1210.0";"nM";"5.92";"";"";"UO_0000065";"23.46";"0.43";"2.45";"15.00";"False";"CHEMBL2423207";"Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417408";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL4208261";"";"0";"627.74";"2";"5.10";"17f";"COCCOCCOCCOc1cc2c(cc1OC)CCN(CC(=O)c1ccc(C)c(NC(=O)c3ccc4ccccc4n3)c1)C2";"IC50";"'='";"6650.0";"nM";"5.18";"";"";"UO_0000065";"8.25";"0.15";"0.08";"4.77";"False";"CHEMBL4200598";"Inhibition of ABCG2 in human MCF7/Topo cells after 2 hrs by Hoechst 33342 staining based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196164";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None"
"CHEMBL3805706";"";"0";"436.56";"0";"3.91";"35";"N#Cc1cn(CCc2ccccc2)c2c(N3CCN(CCc4ccccc4)CC3)ncnc12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3807538";"Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804803";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL4169350";"";"0";"367.37";"0";"4.82";"19";"N#Cc1cccc(Nc2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)c1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"18.84";"0.34";"2.10";"6.61";"False";"CHEMBL4132958";"Inhibition of human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured at 60 secs interval up to 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130406";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None"
"CHEMBL3809802";"";"0";"547.61";"2";"6.97";"24";"COc1ccc(/C=C/C(=O)c2cccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)c2)cc1OC";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"11.36";"0.21";"-0.75";"6.78";"False";"CHEMBL3813115";"Inhibition of human C-terminal GFP-tagged ABCG2 expressed in MDCK2 cells using pheophorbide A as substrate preincubated for 20 mins followed by substrate addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808298";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL3808429";"";"0";"457.53";"1";"6.95";"22";"COc1ccc(/C=C/C(=O)c2cccc(Nc3nc(-c4ccccc4)nc4ccccc34)c2)cc1";"IC50";"'='";"970.0";"nM";"6.01";"";"";"UO_0000065";"13.14";"0.23";"-0.94";"9.38";"False";"CHEMBL3813115";"Inhibition of human C-terminal GFP-tagged ABCG2 expressed in MDCK2 cells using pheophorbide A as substrate preincubated for 20 mins followed by substrate addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808298";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL3765272";"";"0";"348.40";"0";"1.94";"53";"COc1cc(OC)c2c(=O)cc(NCCCN3CCOCC3)oc2c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL3767955";"Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7/Topo";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763047";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None"
"CHEMBL348475";"TARIQUIDAR";"3";"646.74";"2";"6.37";"Tariquidar";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2";"IC50";"'='";"520.0";"nM";"6.28";"";"";"UO_0000065";"9.72";"0.18";"-0.09";"5.65";"False";"CHEMBL3767955";"Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7/Topo";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763047";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None"
"CHEMBL3763735";"";"0";"439.42";"0";"2.37";"65";"COc1cc(O)c2c(=O)cc(C(=O)N3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)oc2c1";"IC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"11.20";"0.21";"2.55";"3.89";"False";"CHEMBL3767955";"Inhibition of ABCG2 in human MCF7/Topo cells by Hoechst 33342 assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7/Topo";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763047";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"None"
"CHEMBL472819";"";"0";"386.50";"0";"4.51";"1d";"Nc1ccccc1NC(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1";"IC50";"'='";"102000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1047706";"Inhibition of BCRP expressed in MCF7 MX cells by Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153145";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308403"
"CHEMBL247473";"";"0";"595.70";"2";"5.83";"4a";"COc1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1OC";"IC50";"'='";"930.0";"nM";"6.03";"";"";"UO_0000065";"10.13";"0.19";"0.20";"6.13";"False";"CHEMBL1047706";"Inhibition of BCRP expressed in MCF7 MX cells by Hoechst 33342 staining";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MCF7";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153145";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308403"
"CHEMBL442464";"";"0";"461.52";"0";"4.47";"2b";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3[N+](=O)[O-])cc1)CC2";"IC50";"'='";"40000.0";"nM";"4.40";"";"";"UO_0000065";"9.53";"0.18";"-0.07";"4.68";"False";"CHEMBL1047707";"Inhibition of BCRP expressed in MDCK cells by pheophorbide A assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MDCK";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153145";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308370"
"CHEMBL259077";"";"0";"371.48";"0";"4.12";"2d";"Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1";"IC50";"'='";"20900.0";"nM";"4.68";"";"";"UO_0000065";"12.60";"0.23";"0.56";"8.02";"False";"CHEMBL1047707";"Inhibition of BCRP expressed in MDCK cells by pheophorbide A assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"MDCK";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153145";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308370"
"CHEMBL3809167";"";"0";"411.46";"1";"5.29";"27";"COc1ccc(/C=C/C(=O)c2ccc(Nc3ncnc4ccccc34)cc2)cc1OC";"IC50";"'='";"840.0";"nM";"6.08";"";"";"UO_0000065";"14.77";"0.27";"0.79";"8.28";"False";"CHEMBL3813115";"Inhibition of human C-terminal GFP-tagged ABCG2 expressed in MDCK2 cells using pheophorbide A as substrate preincubated for 20 mins followed by substrate addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808298";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL4171213";"";"0";"467.41";"1";"5.93";"39";"CC(=O)Nc1cccc(Nc2nc(-c3cccc(C(F)(F)F)c3)nc3ccc([N+](=O)[O-])cc23)c1";"IC50";"'='";"44.8";"nM";"7.35";"";"";"UO_0000065";"15.72";"0.30";"1.42";"6.68";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4160041";"";"0";"357.41";"1";"5.06";"51";"COc1ccc(-c2nc(Nc3cccc(OC)c3)c3ccccc3n2)cc1";"IC50";"'='";"2140.0";"nM";"5.67";"";"";"UO_0000065";"15.86";"0.29";"0.61";"10.08";"False";"CHEMBL4132958";"Inhibition of human GFP-fused ABCG2 expressed in MDCK2 cells assessed as reduction in Hoechst 33342 efflux preincubated for 30 mins followed by Hoechst 33342 addition measured at 60 secs interval up to 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130406";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None"
"CHEMBL4096070";"";"0";"418.45";"1";"5.44";"7";"CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2cccc([N+](=O)[O-])c2)cc1";"IC50";"'='";"348.0";"nM";"6.46";"";"";"UO_0000065";"15.43";"0.28";"1.02";"5.70";"False";"CHEMBL4047181";"Inhibition of ABCG2 in human H460/MX20 cells assessed as potentiation of mitoxantrone induced antiproliferative activity by measuring mitoxantrone IC50 at 10 uM preincubated for 2 hrs followed by mitoxantrone addition measured after 72 hrs by MTT assay (Rvb = 6.161 +/- 0.172 microM)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043226";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None"
"CHEMBL3426399";"";"0";"439.40";"0";"4.61";"22";"COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(C(F)(F)F)cc3)n2)cc1";"IC50";"'='";"73.0";"nM";"7.14";"";"";"UO_0000065";"16.24";"0.30";"2.53";"8.71";"False";"CHEMBL3430265";"Inhibition of GFP-tagged human BCRP expressed in MDCK2 cells pre-incubated for 30 mins followed by Hoechst 33342 addition and further incubated for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3425464";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3308862"
"CHEMBL4217634";"";"0";"309.33";"0";"2.30";"20";"COc1ccc(-n2nnc(-c3ccccc3NC(C)=O)n2)cc1";"IC50";"'='";"3230.0";"nM";"5.49";"";"";"UO_0000065";"17.75";"0.33";"3.19";"6.70";"False";"CHEMBL4196462";"Inhibition of C-terminal GFP-fused human ABCG2 expressed in MDCK2 cells preincubated for 30 mins followed by Hoechst 33342 addition and measured every 60 secs for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196008";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
"CHEMBL4205357";"";"0";"446.42";"0";"3.51";"40";"COc1ccc(-n2nnc(-c3cc(OC)ccc3NC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1";"IC50";"'='";"129.0";"nM";"6.89";"";"";"UO_0000065";"15.43";"0.29";"3.38";"5.13";"False";"CHEMBL4196462";"Inhibition of C-terminal GFP-fused human ABCG2 expressed in MDCK2 cells preincubated for 30 mins followed by Hoechst 33342 addition and measured every 60 secs for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196008";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
"CHEMBL2420090";"";"0";"332.36";"0";"4.63";"23";"COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)cc1";"IC50";"'='";"3070.0";"nM";"5.51";"";"";"UO_0000065";"16.59";"0.30";"0.88";"11.33";"False";"CHEMBL2423205";"Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417408";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL77966";"RETUSIN";"0";"358.35";"0";"3.20";"12";"COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1";"IC50";"'='";"540.0";"nM";"6.27";"";"";"UO_0000065";"17.49";"0.33";"3.07";"7.17";"False";"CHEMBL2423207";"Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417408";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL3809206";"";"0";"457.53";"1";"6.95";"32";"COc1cccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccccc4)nc4ccccc34)cc2)c1";"IC50";"'='";"880.0";"nM";"6.06";"";"";"UO_0000065";"13.24";"0.24";"-0.89";"9.45";"False";"CHEMBL3813115";"Inhibition of human C-terminal GFP-tagged ABCG2 expressed in MDCK2 cells using pheophorbide A as substrate preincubated for 20 mins followed by substrate addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808298";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL3810089";"";"0";"487.56";"1";"6.95";"38";"COc1ccc(-c2nc(Nc3ccc(C(=O)/C=C/c4ccccc4)cc3)c3ccccc3n2)cc1OC";"IC50";"'='";"1090.0";"nM";"5.96";"";"";"UO_0000065";"12.23";"0.22";"-0.99";"8.13";"False";"CHEMBL3813115";"Inhibition of human C-terminal GFP-tagged ABCG2 expressed in MDCK2 cells using pheophorbide A as substrate preincubated for 20 mins followed by substrate addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808298";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL3809529";"";"0";"547.61";"2";"6.97";"35";"COc1ccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)cc2)cc1OC";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"12.27";"0.22";"-0.25";"7.32";"False";"CHEMBL3813115";"Inhibition of human C-terminal GFP-tagged ABCG2 expressed in MDCK2 cells using pheophorbide A as substrate preincubated for 20 mins followed by substrate addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808298";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"CHEMBL3308862"
